,hotel_id,price,stock,city,date,language,mobile,avatar_id,index_request,group,brand,parking,pool,children_policy
32,832,130,63,valletta,35,greek,1,155054,1.0,Independant,Independant,1,0,0
33,55,104,60,valletta,35,greek,1,155054,1.0,Boss Western,Boss Western,1,0,0
34,905,127,91,valletta,35,greek,1,155054,1.0,Yin Yang,Ardisson,0,0,0
35,643,74,34,valletta,35,greek,1,155054,1.0,Accar Hotels,Ibas,1,0,0
36,749,101,31,valletta,35,greek,1,155054,1.0,Independant,Independant,0,0,0
37,325,98,33,valletta,35,greek,1,155054,1.0,Independant,Independant,0,0,0
38,718,138,76,valletta,35,greek,1,155054,1.0,Boss Western,J.Halliday Inn,0,0,0
39,965,127,78,valletta,35,greek,1,155054,1.0,Boss Western,J.Halliday Inn,0,0,0
40,424,151,115,valletta,35,greek,1,155054,1.0,Chillton Worldwide,Quadrupletree,0,1,0
41,400,93,70,valletta,35,greek,1,155054,1.0,Independant,Independant,0,0,0
42,746,148,99,valletta,35,greek,1,155054,1.0,Yin Yang,Royal Lotus,1,1,1
43,754,229,156,valletta,35,greek,1,155054,1.0,Accar Hotels,Safitel,1,0,0
44,334,76,35,valletta,35,greek,1,155054,1.0,Yin Yang,8 Premium,0,0,0
45,965,138,68,valletta,33,greek,0,155054,2.0,Boss Western,J.Halliday Inn,0,0,0
46,732,166,111,valletta,33,greek,0,155054,2.0,Accar Hotels,Marcure,0,0,0
47,501,76,27,valletta,33,greek,0,155054,2.0,Yin Yang,8 Premium,1,0,0
48,81,131,76,valletta,33,greek,0,155054,2.0,Boss Western,J.Halliday Inn,0,0,0
49,476,128,37,valletta,33,greek,0,155054,2.0,Independant,Independant,1,0,0
50,832,134,57,valletta,33,greek,0,155054,2.0,Independant,Independant,1,0,0
51,134,77,27,valletta,33,greek,0,155054,2.0,Yin Yang,8 Premium,1,0,0
52,905,131,81,valletta,33,greek,0,155054,2.0,Yin Yang,Ardisson,0,0,0
53,334,79,30,valletta,33,greek,0,155054,2.0,Yin Yang,8 Premium,0,0,0
54,55,108,53,valletta,33,greek,0,155054,2.0,Boss Western,Boss Western,1,0,0
55,376,165,106,valletta,33,greek,0,155054,2.0,Accar Hotels,Marcure,0,0,0
56,985,71,63,valletta,33,greek,0,155054,2.0,Independant,Independant,1,0,0
57,491,162,102,valletta,33,greek,0,155054,2.0,Morriott International,Morriot,0,0,0
58,244,253,113,valletta,33,greek,0,155054,2.0,Accar Hotels,Safitel,1,1,0
59,512,185,87,valletta,33,greek,0,155054,2.0,Yin Yang,Royal Lotus,1,1,0
60,719,157,117,valletta,33,greek,0,155054,2.0,Yin Yang,Royal Lotus,0,0,0
61,404,140,26,valletta,33,greek,0,155054,2.0,Independant,Independant,0,0,0
62,325,101,28,valletta,33,greek,0,155054,2.0,Independant,Independant,0,0,0
63,389,105,49,valletta,33,greek,0,155054,2.0,Accar Hotels,Navatel,0,0,0
64,592,244,122,valletta,33,greek,0,155054,2.0,Morriott International,Corlton,1,1,0
65,209,73,65,valletta,33,greek,0,155054,2.0,Independant,Independant,1,0,0
66,360,166,88,valletta,33,greek,0,155054,2.0,Accar Hotels,Marcure,1,0,0
67,377,131,75,valletta,33,greek,0,155054,2.0,Boss Western,J.Halliday Inn,1,0,0
68,718,142,68,valletta,33,greek,0,155054,2.0,Boss Western,J.Halliday Inn,0,0,0
69,709,142,64,valletta,33,greek,0,155054,2.0,Independant,Independant,1,0,0
70,988,139,62,valletta,33,greek,0,155054,2.0,Boss Western,J.Halliday Inn,1,0,0
71,400,100,63,valletta,33,greek,0,155054,2.0,Independant,Independant,0,0,0
72,424,164,94,valletta,33,greek,0,155054,2.0,Chillton Worldwide,Quadrupletree,0,1,0
73,295,72,27,valletta,33,greek,0,155054,2.0,Yin Yang,8 Premium,0,0,0
74,643,76,30,valletta,33,greek,0,155054,2.0,Accar Hotels,Ibas,1,0,0
75,749,104,27,valletta,33,greek,0,155054,2.0,Independant,Independant,0,0,0
76,754,237,137,valletta,33,greek,0,155054,2.0,Accar Hotels,Safitel,1,0,0
77,480,71,28,valletta,33,greek,0,155054,2.0,Independant,Independant,0,0,0
78,859,136,67,valletta,33,greek,0,155054,2.0,Independant,Independant,0,0,0
79,200,134,74,valletta,33,greek,0,155054,2.0,Boss Western,J.Halliday Inn,0,0,0
80,521,69,31,valletta,33,greek,0,155054,2.0,Accar Hotels,Ibas,1,0,0
81,160,95,28,valletta,33,greek,0,155054,2.0,Independant,Independant,1,0,0
82,639,160,95,valletta,33,greek,0,155054,2.0,Yin Yang,Royal Lotus,0,1,0
83,598,139,71,valletta,33,greek,0,155054,2.0,Boss Western,J.Halliday Inn,1,1,0
84,746,159,88,valletta,33,greek,0,155054,2.0,Yin Yang,Royal Lotus,1,1,1
85,237,147,68,valletta,33,greek,0,155054,2.0,Morriott International,CourtYord,1,0,0
86,371,95,58,valletta,33,greek,0,155054,2.0,Independant,Independant,0,0,0
87,861,172,92,valletta,33,greek,0,155054,2.0,Accar Hotels,Marcure,0,0,0
88,363,131,67,valletta,33,greek,0,155054,2.0,Boss Western,J.Halliday Inn,1,0,0
89,282,137,63,valletta,33,greek,0,155054,2.0,Yin Yang,Ardisson,0,0,0
90,504,154,97,valletta,33,greek,0,155054,2.0,Morriott International,Morriot,0,0,0
91,106,140,67,valletta,33,greek,0,155054,2.0,Chillton Worldwide,Tripletree,1,0,0
92,466,140,68,valletta,33,greek,0,155054,2.0,Yin Yang,Ardisson,1,0,0
93,749,106,24,valletta,31,greek,1,155054,3.0,Independant,Independant,0,0,0
94,592,259,105,valletta,31,greek,1,155054,3.0,Morriott International,Corlton,1,1,0
95,134,81,23,valletta,31,greek,1,155054,3.0,Yin Yang,8 Premium,1,0,0
96,639,163,81,valletta,31,greek,1,155054,3.0,Yin Yang,Royal Lotus,0,1,0
97,719,159,102,valletta,31,greek,1,155054,3.0,Yin Yang,Royal Lotus,0,0,0
98,55,109,45,valletta,31,greek,1,155054,3.0,Boss Western,Boss Western,1,0,0
99,491,165,90,valletta,31,greek,1,155054,3.0,Morriott International,Morriot,0,0,0
100,404,145,22,valletta,31,greek,1,155054,3.0,Independant,Independant,0,0,0
101,360,168,71,valletta,31,greek,1,155054,3.0,Accar Hotels,Marcure,1,0,0
102,363,133,56,valletta,31,greek,1,155054,3.0,Boss Western,J.Halliday Inn,1,0,0
103,861,175,78,valletta,31,greek,1,155054,3.0,Accar Hotels,Marcure,0,0,0
104,371,96,49,valletta,31,greek,1,155054,3.0,Independant,Independant,0,0,0
105,832,136,50,valletta,31,greek,1,155054,3.0,Independant,Independant,1,0,0
106,106,148,57,valletta,31,greek,1,155054,3.0,Chillton Worldwide,Tripletree,1,0,0
107,325,105,24,valletta,31,greek,1,155054,3.0,Independant,Independant,0,0,0
108,376,167,98,valletta,31,greek,1,155054,3.0,Accar Hotels,Marcure,0,0,0
109,282,139,54,valletta,31,greek,1,155054,3.0,Yin Yang,Ardisson,0,0,0
110,709,144,56,valletta,31,greek,1,155054,3.0,Independant,Independant,1,0,0
111,424,172,81,valletta,31,greek,1,155054,3.0,Chillton Worldwide,Quadrupletree,0,1,0
112,985,72,57,valletta,31,greek,1,155054,3.0,Independant,Independant,1,0,0
113,209,74,52,valletta,31,greek,1,155054,3.0,Independant,Independant,1,0,0
114,200,136,68,valletta,31,greek,1,155054,3.0,Boss Western,J.Halliday Inn,0,0,0
115,244,277,94,valletta,31,greek,1,155054,3.0,Accar Hotels,Safitel,1,1,0
116,754,240,118,valletta,31,greek,1,155054,3.0,Accar Hotels,Safitel,1,0,0
117,859,138,61,valletta,31,greek,1,155054,3.0,Independant,Independant,0,0,0
118,732,168,99,valletta,31,greek,1,155054,3.0,Accar Hotels,Marcure,0,0,0
119,81,133,66,valletta,31,greek,1,155054,3.0,Boss Western,J.Halliday Inn,0,0,0
120,389,111,41,valletta,31,greek,1,155054,3.0,Accar Hotels,Navatel,0,0,0
121,746,161,76,valletta,31,greek,1,155054,3.0,Yin Yang,Royal Lotus,1,1,1
122,334,82,25,valletta,31,greek,1,155054,3.0,Yin Yang,8 Premium,0,0,0
123,965,140,60,valletta,31,greek,1,155054,3.0,Boss Western,J.Halliday Inn,0,0,0
124,377,133,68,valletta,31,greek,1,155054,3.0,Boss Western,J.Halliday Inn,1,0,0
125,480,73,24,valletta,31,greek,1,155054,3.0,Independant,Independant,0,0,0
126,504,156,80,valletta,31,greek,1,155054,3.0,Morriott International,Morriot,0,0,0
127,512,188,74,valletta,31,greek,1,155054,3.0,Yin Yang,Royal Lotus,1,1,0
128,643,77,27,valletta,31,greek,1,155054,3.0,Accar Hotels,Ibas,1,0,0
129,160,96,23,valletta,31,greek,1,155054,3.0,Independant,Independant,1,0,0
130,501,77,24,valletta,31,greek,1,155054,3.0,Yin Yang,8 Premium,1,0,0
131,988,141,52,valletta,31,greek,1,155054,3.0,Boss Western,J.Halliday Inn,1,0,0
132,466,142,59,valletta,31,greek,1,155054,3.0,Yin Yang,Ardisson,1,0,0
133,295,73,23,valletta,31,greek,1,155054,3.0,Yin Yang,8 Premium,0,0,0
134,905,133,70,valletta,31,greek,1,155054,3.0,Yin Yang,Ardisson,0,0,0
135,237,149,60,valletta,31,greek,1,155054,3.0,Morriott International,CourtYord,1,0,0
136,521,70,27,valletta,31,greek,1,155054,3.0,Accar Hotels,Ibas,1,0,0
137,718,144,58,valletta,31,greek,1,155054,3.0,Boss Western,J.Halliday Inn,0,0,0
138,476,129,34,valletta,31,greek,1,155054,3.0,Independant,Independant,1,0,0
139,598,144,60,valletta,31,greek,1,155054,3.0,Boss Western,J.Halliday Inn,1,1,0
140,400,102,58,valletta,31,greek,1,155054,3.0,Independant,Independant,0,0,0
141,685,325,19,amsterdam,15,german,1,157693,,Morriott International,Corlton,0,0,1
142,628,150,18,amsterdam,15,german,1,157693,,Boss Western,J.Halliday Inn,0,0,0
143,417,176,12,amsterdam,15,german,1,157693,,Morriott International,CourtYord,0,0,0
144,234,173,12,amsterdam,15,german,1,157693,,Boss Western,J.Halliday Inn,0,0,0
145,45,174,10,amsterdam,15,german,1,157693,,Yin Yang,Ardisson,0,0,0
146,271,81,0,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
147,891,122,6,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
148,724,295,27,amsterdam,15,german,1,157693,,Morriott International,Corlton,1,0,0
149,809,293,21,amsterdam,15,german,1,157693,,Chillton Worldwide,Chill Garden Inn,0,1,0
150,517,114,16,amsterdam,15,german,1,157693,,Boss Western,Boss Western,1,0,0
151,969,82,8,amsterdam,15,german,1,157693,,Accar Hotels,Ibas,1,0,0
152,163,173,27,amsterdam,15,german,1,157693,,Yin Yang,Royal Lotus,0,1,0
153,945,178,15,amsterdam,15,german,1,157693,,Chillton Worldwide,Tripletree,0,0,0
154,807,323,19,amsterdam,15,german,1,157693,,Chillton Worldwide,Chill Garden Inn,0,1,0
155,960,298,20,amsterdam,15,german,1,157693,,Chillton Worldwide,Chill Garden Inn,0,0,0
156,460,83,0,amsterdam,15,german,1,157693,,Accar Hotels,Ibas,0,0,0
157,967,78,18,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
158,253,285,27,amsterdam,15,german,1,157693,,Accar Hotels,Safitel,0,1,2
159,88,131,7,amsterdam,15,german,1,157693,,Boss Western,Boss Western,0,0,0
160,82,108,13,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
161,196,109,0,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
162,16,176,0,amsterdam,15,german,1,157693,,Chillton Worldwide,Tripletree,1,0,0
163,311,102,21,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
164,585,74,16,amsterdam,15,german,1,157693,,Yin Yang,8 Premium,0,0,0
165,570,107,8,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
166,510,276,29,amsterdam,15,german,1,157693,,Morriott International,Corlton,0,0,0
167,352,99,35,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
168,10,151,10,amsterdam,15,german,1,157693,,Chillton Worldwide,Tripletree,0,0,0
169,507,125,12,amsterdam,15,german,1,157693,,Boss Western,Boss Western,0,0,0
170,223,150,0,amsterdam,15,german,1,157693,,Boss Western,J.Halliday Inn,0,0,0
171,303,211,17,amsterdam,15,german,1,157693,,Yin Yang,Royal Lotus,1,1,0
172,627,105,0,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
173,680,150,2,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
174,557,111,0,amsterdam,15,german,1,157693,,Accar Hotels,Navatel,0,0,0
175,515,330,20,amsterdam,15,german,1,157693,,Accar Hotels,Safitel,1,1,0
176,779,186,24,amsterdam,15,german,1,157693,,Morriott International,Morriot,1,0,2
177,387,290,19,amsterdam,15,german,1,157693,,Accar Hotels,Safitel,1,0,0
178,193,147,11,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
179,581,148,9,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
180,103,180,38,amsterdam,15,german,1,157693,,Yin Yang,Royal Lotus,1,1,0
181,117,74,8,amsterdam,15,german,1,157693,,Yin Yang,8 Premium,1,0,0
182,783,99,0,amsterdam,15,german,1,157693,,Yin Yang,8 Premium,1,0,0
183,172,131,10,amsterdam,15,german,1,157693,,Accar Hotels,Navatel,1,0,0
184,85,116,8,amsterdam,15,german,1,157693,,Boss Western,Boss Western,1,0,0
185,105,173,14,amsterdam,15,german,1,157693,,Yin Yang,Ardisson,0,0,0
186,256,78,2,amsterdam,15,german,1,157693,,Accar Hotels,Ibas,1,0,0
187,375,105,7,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
188,918,336,25,amsterdam,15,german,1,157693,,Morriott International,Corlton,1,1,0
189,567,91,4,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
190,366,78,0,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
191,588,173,0,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
192,326,285,27,amsterdam,15,german,1,157693,,Chillton Worldwide,Chill Garden Inn,0,1,0
193,369,75,0,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
194,625,188,22,amsterdam,15,german,1,157693,,Yin Yang,Royal Lotus,1,0,0
195,878,108,18,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
196,269,151,0,amsterdam,15,german,1,157693,,Yin Yang,Ardisson,0,1,0
197,482,80,0,amsterdam,15,german,1,157693,,Accar Hotels,Ibas,1,0,0
198,679,150,9,amsterdam,15,german,1,157693,,Chillton Worldwide,Tripletree,1,0,0
199,505,108,11,amsterdam,15,german,1,157693,,Independant,Independant,0,0,1
200,218,233,13,amsterdam,15,german,1,157693,,Yin Yang,Royal Lotus,0,0,1
201,745,103,12,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
202,777,178,13,amsterdam,15,german,1,157693,,Yin Yang,Ardisson,0,0,0
203,867,147,10,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
204,214,235,13,amsterdam,15,german,1,157693,,Chillton Worldwide,Quadrupletree,0,1,0
205,743,165,18,amsterdam,15,german,1,157693,,Morriott International,CourtYord,1,1,0
206,77,303,19,amsterdam,15,german,1,157693,,Accar Hotels,Safitel,0,1,0
207,752,295,21,amsterdam,15,german,1,157693,,Accar Hotels,Safitel,0,0,0
208,230,136,8,amsterdam,15,german,1,157693,,Boss Western,Boss Western,1,0,0
209,307,125,12,amsterdam,15,german,1,157693,,Accar Hotels,Navatel,1,0,0
210,594,241,40,amsterdam,15,german,1,157693,,Chillton Worldwide,Chill Garden Inn,0,1,0
211,925,123,9,amsterdam,15,german,1,157693,,Boss Western,Boss Western,1,0,0
212,921,91,14,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
213,442,190,20,amsterdam,15,german,1,157693,,Accar Hotels,Marcure,0,0,0
214,902,194,21,amsterdam,15,german,1,157693,,Yin Yang,Royal Lotus,1,1,0
215,212,235,13,amsterdam,15,german,1,157693,,Yin Yang,Royal Lotus,0,1,0
216,750,112,10,amsterdam,15,german,1,157693,,Independant,Independant,1,1,0
217,916,107,12,amsterdam,15,german,1,157693,,Boss Western,Boss Western,1,0,0
218,821,109,13,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
219,835,102,38,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
220,603,264,22,amsterdam,15,german,1,157693,,Morriott International,Corlton,0,1,0
221,86,111,0,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
222,788,108,0,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
223,34,78,4,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
224,880,129,5,amsterdam,15,german,1,157693,,Boss Western,Boss Western,0,0,0
225,917,297,24,amsterdam,15,german,1,157693,,Morriott International,Corlton,1,1,0
226,933,150,0,amsterdam,15,german,1,157693,,Boss Western,J.Halliday Inn,1,0,0
227,475,105,8,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
228,676,87,6,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
229,450,170,46,amsterdam,15,german,1,157693,,Morriott International,Morriot,0,0,0
230,806,266,34,amsterdam,15,german,1,157693,,Chillton Worldwide,Chill Garden Inn,0,0,1
231,660,171,12,amsterdam,15,german,1,157693,,Chillton Worldwide,Tripletree,0,0,0
232,283,114,12,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
233,548,227,47,amsterdam,15,german,1,157693,,Morriott International,Corlton,0,1,0
234,778,108,0,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
235,892,224,13,amsterdam,15,german,1,157693,,Chillton Worldwide,Quadrupletree,0,1,0
236,465,295,24,amsterdam,15,german,1,157693,,Morriott International,Corlton,1,1,0
237,346,215,17,amsterdam,15,german,1,157693,,Chillton Worldwide,Quadrupletree,1,0,0
238,83,174,14,amsterdam,15,german,1,157693,,Yin Yang,Ardisson,0,0,0
239,429,248,37,amsterdam,15,german,1,157693,,Chillton Worldwide,Chill Garden Inn,0,0,0
240,101,322,20,amsterdam,15,german,1,157693,,Accar Hotels,Safitel,1,0,0
241,604,129,11,amsterdam,15,german,1,157693,,Accar Hotels,Navatel,1,0,0
242,224,142,28,amsterdam,15,german,1,157693,,Yin Yang,Ardisson,1,0,0
243,587,151,0,amsterdam,15,german,1,157693,,Boss Western,J.Halliday Inn,0,0,0
244,264,79,0,amsterdam,15,german,1,157693,,Independant,Independant,1,0,0
245,9,84,0,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
246,430,157,40,amsterdam,15,german,1,157693,,Yin Yang,Royal Lotus,0,0,0
247,493,174,10,amsterdam,15,german,1,157693,,Chillton Worldwide,Tripletree,0,0,0
248,111,145,8,amsterdam,15,german,1,157693,,Boss Western,Boss Western,1,0,0
249,317,195,21,amsterdam,15,german,1,157693,,Accar Hotels,Marcure,0,0,0
250,146,211,19,amsterdam,15,german,1,157693,,Chillton Worldwide,Quadrupletree,0,0,0
251,157,295,28,amsterdam,15,german,1,157693,,Morriott International,Corlton,0,0,0
252,52,173,13,amsterdam,15,german,1,157693,,Chillton Worldwide,Tripletree,0,0,0
253,706,125,4,amsterdam,15,german,1,157693,,Boss Western,Boss Western,0,0,1
254,762,173,15,amsterdam,15,german,1,157693,,Yin Yang,Ardisson,1,1,0
255,971,176,14,amsterdam,15,german,1,157693,,Chillton Worldwide,Tripletree,1,0,0
256,158,151,15,amsterdam,15,german,1,157693,,Yin Yang,Ardisson,0,0,0
257,211,147,0,amsterdam,15,german,1,157693,,Morriott International,CourtYord,1,0,0
258,166,118,14,amsterdam,15,german,1,157693,,Boss Western,Boss Western,0,0,0
259,657,174,19,amsterdam,15,german,1,157693,,Chillton Worldwide,Quadrupletree,1,0,0
260,12,78,3,amsterdam,15,german,1,157693,,Independant,Independant,0,0,0
261,630,153,0,amsterdam,15,german,1,157693,,Boss Western,J.Halliday Inn,0,0,0
262,674,119,13,amsterdam,15,german,1,157693,,Accar Hotels,Navatel,0,0,0
263,760,220,15,amsterdam,15,german,1,157693,,Yin Yang,Royal Lotus,0,0,0
264,373,130,8,amsterdam,15,german,1,157693,,Boss Western,Boss Western,1,0,0
265,567,91,0,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
266,111,145,4,amsterdam,4,german,0,157693,,Boss Western,Boss Western,1,0,0
267,745,103,2,amsterdam,4,german,0,157693,,Independant,Independant,0,0,0
268,369,75,0,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
269,588,173,0,amsterdam,4,german,0,157693,,Independant,Independant,0,0,0
270,585,74,5,amsterdam,4,german,0,157693,,Yin Yang,8 Premium,0,0,0
271,969,84,0,amsterdam,4,german,0,157693,,Accar Hotels,Ibas,1,0,0
272,264,79,0,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
273,891,122,4,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
274,788,108,0,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
275,510,352,6,amsterdam,4,german,0,157693,,Morriott International,Corlton,0,0,0
276,916,134,3,amsterdam,4,german,0,157693,,Boss Western,Boss Western,1,0,0
277,455,174,10,amsterdam,4,german,0,157693,,Yin Yang,Ardisson,0,0,0
278,475,105,0,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
279,211,147,0,amsterdam,4,german,0,157693,,Morriott International,CourtYord,1,0,0
280,743,171,0,amsterdam,4,german,0,157693,,Morriott International,CourtYord,1,1,0
281,627,105,0,amsterdam,4,german,0,157693,,Independant,Independant,0,0,0
282,230,182,2,amsterdam,4,german,0,157693,,Boss Western,Boss Western,1,0,0
283,679,150,0,amsterdam,4,german,0,157693,,Chillton Worldwide,Tripletree,1,0,0
284,410,126,3,amsterdam,4,german,0,157693,,Accar Hotels,Navatel,0,0,0
285,706,125,0,amsterdam,4,german,0,157693,,Boss Western,Boss Western,0,0,1
286,515,405,4,amsterdam,4,german,0,157693,,Accar Hotels,Safitel,1,1,0
287,628,150,0,amsterdam,4,german,0,157693,,Boss Western,J.Halliday Inn,0,0,0
288,507,125,3,amsterdam,4,german,0,157693,,Boss Western,Boss Western,0,0,0
289,630,153,0,amsterdam,4,german,0,157693,,Boss Western,J.Halliday Inn,0,0,0
290,214,294,3,amsterdam,4,german,0,157693,,Chillton Worldwide,Quadrupletree,0,1,0
291,960,405,4,amsterdam,4,german,0,157693,,Chillton Worldwide,Chill Garden Inn,0,0,0
292,234,173,0,amsterdam,4,german,0,157693,,Boss Western,J.Halliday Inn,0,0,0
293,587,151,0,amsterdam,4,german,0,157693,,Boss Western,J.Halliday Inn,0,0,0
294,283,114,3,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
295,971,176,4,amsterdam,4,german,0,157693,,Chillton Worldwide,Tripletree,1,0,0
296,778,108,0,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
297,594,418,4,amsterdam,4,german,0,157693,,Chillton Worldwide,Chill Garden Inn,0,1,0
298,450,170,22,amsterdam,4,german,0,157693,,Morriott International,Morriot,0,0,0
299,12,78,0,amsterdam,4,german,0,157693,,Independant,Independant,0,0,0
300,140,184,1,amsterdam,4,german,0,157693,,Boss Western,Boss Western,0,0,0
301,517,171,3,amsterdam,4,german,0,157693,,Boss Western,Boss Western,1,0,0
302,196,109,0,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
303,303,211,0,amsterdam,4,german,0,157693,,Yin Yang,Royal Lotus,1,1,0
304,52,173,2,amsterdam,4,german,0,157693,,Chillton Worldwide,Tripletree,0,0,0
305,762,173,4,amsterdam,4,german,0,157693,,Yin Yang,Ardisson,1,1,0
306,921,91,4,amsterdam,4,german,0,157693,,Independant,Independant,0,0,0
307,783,99,0,amsterdam,4,german,0,157693,,Yin Yang,8 Premium,1,0,0
308,806,266,12,amsterdam,4,german,0,157693,,Chillton Worldwide,Chill Garden Inn,0,0,1
309,809,404,4,amsterdam,4,german,0,157693,,Chillton Worldwide,Chill Garden Inn,0,1,0
310,9,84,0,amsterdam,4,german,0,157693,,Independant,Independant,0,0,0
311,45,174,0,amsterdam,4,german,0,157693,,Yin Yang,Ardisson,0,0,0
312,570,107,0,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
313,724,295,5,amsterdam,4,german,0,157693,,Morriott International,Corlton,1,0,0
314,307,125,3,amsterdam,4,german,0,157693,,Accar Hotels,Navatel,1,0,0
315,117,91,2,amsterdam,4,german,0,157693,,Yin Yang,8 Premium,1,0,0
316,86,111,0,amsterdam,4,german,0,157693,,Independant,Independant,1,0,0
317,193,147,1,amsterdam,4,german,0,157693,,Independant,Independant,0,0,0
318,674,134,0,amsterdam,4,german,0,157693,,Accar Hotels,Navatel,0,0,0
319,429,248,15,amsterdam,4,german,0,157693,,Chillton Worldwide,Chill Garden Inn,0,0,0
320,493,174,0,amsterdam,4,german,0,157693,,Chillton Worldwide,Tripletree,0,0,0
